timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779136652317,10097,Add To Cart,201,Created,Cart Queue Pressure Test 2-64,text,true,,309,428,35,35,http://localhost:3000/carts/add,10097,0,4
1779136652619,9797,Add To Cart,201,Created,Cart Queue Pressure Test 2-67,text,true,,309,428,34,34,http://localhost:3000/carts/add,9797,0,3
1779136652418,9998,Add To Cart,201,Created,Cart Queue Pressure Test 2-65,text,true,,309,428,33,33,http://localhost:3000/carts/add,9998,0,2
1779136652518,9900,Add To Cart,201,Created,Cart Queue Pressure Test 2-66,text,true,,309,428,32,32,http://localhost:3000/carts/add,9900,0,2
1779136652655,9768,Add To Cart,201,Created,Cart Queue Pressure Test 2-68,text,true,,309,428,31,31,http://localhost:3000/carts/add,9768,0,3
1779136652819,9605,Add To Cart,201,Created,Cart Queue Pressure Test 2-69,text,true,,309,428,30,30,http://localhost:3000/carts/add,9605,0,1
1779136652919,9508,Add To Cart,201,Created,Cart Queue Pressure Test 2-70,text,true,,309,428,29,29,http://localhost:3000/carts/add,9508,0,2
1779136653019,9409,Add To Cart,201,Created,Cart Queue Pressure Test 2-71,text,true,,309,428,28,28,http://localhost:3000/carts/add,9409,0,2
1779136653118,9313,Add To Cart,201,Created,Cart Queue Pressure Test 2-72,text,true,,309,428,27,27,http://localhost:3000/carts/add,9313,0,3
1779136653218,9216,Add To Cart,201,Created,Cart Queue Pressure Test 2-73,text,true,,309,428,26,26,http://localhost:3000/carts/add,9216,0,2
1779136653254,9190,Add To Cart,201,Created,Cart Queue Pressure Test 2-74,text,true,,309,428,25,25,http://localhost:3000/carts/add,9190,0,1
1779136653355,9095,Add To Cart,201,Created,Cart Queue Pressure Test 2-75,text,true,,309,428,24,24,http://localhost:3000/carts/add,9095,0,3
1779136653518,8937,Add To Cart,201,Created,Cart Queue Pressure Test 2-76,text,true,,309,428,23,23,http://localhost:3000/carts/add,8937,0,4
1779136653919,8537,Add To Cart,201,Created,Cart Queue Pressure Test 2-80,text,true,,309,428,22,22,http://localhost:3000/carts/add,8537,0,3
1779136653618,8839,Add To Cart,201,Created,Cart Queue Pressure Test 2-77,text,true,,309,428,21,21,http://localhost:3000/carts/add,8839,0,4
1779136653720,8740,Add To Cart,201,Created,Cart Queue Pressure Test 2-78,text,true,,309,428,20,20,http://localhost:3000/carts/add,8740,0,3
1779136653819,8644,Add To Cart,201,Created,Cart Queue Pressure Test 2-79,text,true,,309,428,19,19,http://localhost:3000/carts/add,8644,0,3
1779136654020,8444,Add To Cart,201,Created,Cart Queue Pressure Test 2-81,text,true,,309,428,18,18,http://localhost:3000/carts/add,8444,0,4
1779136654055,8411,Add To Cart,201,Created,Cart Queue Pressure Test 2-82,text,true,,309,428,17,17,http://localhost:3000/carts/add,8411,0,3
1779136654220,8249,Add To Cart,201,Created,Cart Queue Pressure Test 2-83,text,true,,309,428,16,16,http://localhost:3000/carts/add,8249,0,3
1779136655220,7270,Add To Cart,201,Created,Cart Queue Pressure Test 2-93,text,true,,309,428,15,15,http://localhost:3000/carts/add,7270,0,1
1779136655420,7070,Add To Cart,201,Created,Cart Queue Pressure Test 2-95,text,true,,309,428,15,15,http://localhost:3000/carts/add,7070,0,1
1779136655119,7370,Add To Cart,201,Created,Cart Queue Pressure Test 2-92,text,true,,309,428,15,15,http://localhost:3000/carts/add,7370,0,3
1779136655020,7468,Add To Cart,201,Created,Cart Queue Pressure Test 2-91,text,true,,309,428,15,15,http://localhost:3000/carts/add,7468,0,3
1779136654920,7568,Add To Cart,201,Created,Cart Queue Pressure Test 2-90,text,true,,309,428,15,15,http://localhost:3000/carts/add,7568,0,3
1779136654555,7931,Add To Cart,201,Created,Cart Queue Pressure Test 2-87,text,true,,309,428,15,15,http://localhost:3000/carts/add,7931,0,2
1779136654454,8029,Add To Cart,201,Created,Cart Queue Pressure Test 2-86,text,true,,309,428,15,15,http://localhost:3000/carts/add,8029,0,1
1779136654420,8059,Add To Cart,201,Created,Cart Queue Pressure Test 2-85,text,true,,309,428,15,15,http://localhost:3000/carts/add,8059,0,27
1779136654319,8158,Add To Cart,201,Created,Cart Queue Pressure Test 2-84,text,true,,309,428,15,15,http://localhost:3000/carts/add,8158,0,2
1779136655320,7173,Add To Cart,201,Created,Cart Queue Pressure Test 2-94,text,true,,309,428,6,6,http://localhost:3000/carts/add,7173,0,4
1779136655697,6798,Add To Cart,201,Created,Cart Queue Pressure Test 2-97,text,true,,309,428,5,5,http://localhost:3000/carts/add,6798,0,1
1779136655597,6901,Add To Cart,201,Created,Cart Queue Pressure Test 2-96,text,true,,309,428,4,4,http://localhost:3000/carts/add,6901,0,3
1779136655821,6679,Add To Cart,201,Created,Cart Queue Pressure Test 2-99,text,true,,309,428,3,3,http://localhost:3000/carts/add,6679,0,2
1779136655720,6782,Add To Cart,201,Created,Cart Queue Pressure Test 2-98,text,true,,309,428,2,2,http://localhost:3000/carts/add,6782,0,3
1779136655855,6648,Add To Cart,201,Created,Cart Queue Pressure Test 2-100,text,true,,309,428,1,1,http://localhost:3000/carts/add,6648,0,2
